   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6114    0.022    0.000    0.022    0.000 {method 'seek' of '_io.BufferedReader' objects}
       19    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
       59    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      420    0.002    0.000    0.002    0.000 {method 'setimage' of 'ImagingDecoder' objects}
       33    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      426    0.003    0.000    0.003    0.000 {method 'sort' of 'list' objects}
       31    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      341    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       59    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
     1242    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
     2832    0.019    0.000    0.019    0.000 {method 'strip' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
     1360    0.011    0.000    0.011    0.000 {method 'tell' of '_io.BufferedReader' objects}
      106    0.001    0.000    0.001    0.000 {method 'to_bytes' of 'int' objects}
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       18    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       53    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
     1585    0.004    0.000    0.004    0.000 {method 'update' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       39    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
   143734    0.124    0.000    0.124    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
    15041    0.707    0.000    0.707    0.000 {rgbmatrix.graphics.DrawText}


